v,w,t
8,57,337940
8,57,337960
8,69,337960
8,57,337980
8,57,338000
8,69,338000
8,57,338020
8,69,338020
8,57,338040
8,69,338040
8,57,338060
8,69,338060
8,57,338080
8,69,338080
8,57,338100
8,69,338100
8,57,338120
8,34,338120
8,69,338120
8,69,338200
8,27,338360
8,28,338420
8,23,338420
8,20,338480
8,67,338800
8,67,338820
8,10,339020
8,10,339060
8,10,339080
8,10,339160
8,10,339180
8,10,339200
8,10,339220
8,10,339240
8,10,339320
8,10,339340
8,10,339360
8,10,339380
8,12,339840
8,14,339860
8,34,339880
8,20,339880
8,14,339960
8,25,339960
8,23,339980
8,12,340080
8,23,340100
8,23,340120
8,23,340140
8,23,340160
8,12,340160
8,12,340180
8,12,340200
8,23,340220
8,12,340220
8,23,340240
8,12,340240
8,23,340260
8,12,340280
8,12,340300
8,23,340320
8,12,340320
8,23,340340
8,12,340340
8,12,340380
8,12,340420
8,12,340480
8,12,340500
8,23,340520
8,12,340520
8,23,340540
8,12,340540
8,23,340560
8,12,340560
8,23,340580
8,12,340580
8,23,340600
8,12,340600
8,23,340620
8,23,340640
8,23,340660
8,12,340660
8,23,340680
8,12,340680
8,23,340700
8,12,340700
8,12,340760
8,12,340780
8,12,340800
8,12,340820
8,23,340840
8,23,340860
8,23,340880
8,14,341040
8,14,341060
8,36,342140
8,36,342480
8,36,342500
8,36,342940
8,67,344180
8,12,344180
8,10,344220
8,34,344240
8,10,344240
8,67,344760
8,67,344780
8,12,344820
8,34,344860
8,28,344880
8,34,344880
8,12,344880
8,20,344900
9,12,4280
9,12,4720
9,22,4860
9,36,5520
9,36,5560
9,36,5580
9,22,6400
9,25,174860
9,26,175560
9,26,176220
9,26,176400
9,26,176460
9,26,176520
9,26,176540
9,26,176580
9,28,176760
9,22,176780
9,22,176800
9,22,176840
9,22,176860
9,19,176880
9,68,177920
9,15,178300
9,22,180040
9,22,180080
9,22,180120
9,22,181640
9,22,181660
9,29,183180
9,50,184100
9,50,184240
9,10,184980
9,22,186060
9,18,187100
9,25,187760
9,25,187780
9,25,187800
9,25,189620
9,25,189640
9,25,189760
9,14,189780
9,25,189780
9,66,192360
9,52,192980
9,52,193000
9,39,193720
9,18,194760
9,25,195520
9,25,196600
9,38,199240
9,25,199260
9,25,199280
9,25,199300
9,25,199380
9,72,199660
9,66,199680
9,25,200420
9,25,200440
9,61,202240
9,61,202260
9,61,202300
9,66,202780
9,25,261220
9,20,261400
9,20,261620
9,36,262280
9,20,263140
9,20,263180
9,20,263200
9,20,263220
9,68,263480
9,68,263500
9,68,263660
9,68,263680
9,68,263700
9,68,263720
9,68,263780
9,68,263960
9,68,264000
9,68,264020
9,68,264260
9,20,264460
9,19,264780
9,19,264800
9,24,265040
9,16,265680
9,16,265780
9,16,265800
9,16,265820
9,16,265900
9,24,266280
9,24,266300
9,24,266320
9,46,266340
9,24,266340
9,24,266360
9,46,266380
9,24,266380
9,24,266400
9,24,266540
9,24,266640
9,24,266660
9,24,266680
9,46,266700
9,24,266700
9,24,267060
9,24,267240
9,24,267280
9,24,267300
9,24,267320
9,24,267340
9,24,267560
9,24,267580
9,24,267600
9,24,267620
9,24,267820
9,24,267920
9,20,268040
9,24,268060
9,20,268300
9,30,270560
9,24,270780
9,24,270800
9,24,270820
9,35,270960
9,24,271380
9,24,271480
9,24,271560
9,24,271600
9,24,271740
9,53,272060
9,53,272080
9,53,272100
9,53,272200
9,24,272280
9,24,272300
9,20,273080
9,20,273100
9,20,273120
9,24,273200
9,24,273240
9,24,273580
9,24,273600
9,24,273700
9,24,273720
9,24,273740
9,24,273840
9,24,274000
9,24,274020
9,24,274040
9,24,274320
9,24,274460
9,57,274520
9,24,274620
9,24,274640
9,73,274640
9,24,274860
9,64,275120
9,64,275140
9,64,275200
9,24,275300
9,24,275320
9,24,275580
9,43,276480
9,43,276500
9,43,276520
9,43,276540
9,43,276560
9,43,276580
9,43,276600
9,43,276760
9,43,276840
9,24,277380
9,24,277480
9,24,277500
9,24,277520
9,51,278860
9,24,279080
9,24,279100
9,24,279140
9,24,279280
9,72,279280
9,24,279480
9,73,280140
9,71,280240
9,30,280400
9,30,280420
9,30,280440
9,35,282780
9,24,282860
9,59,283400
9,24,283520
9,24,283540
9,35,283580
9,35,283640
9,24,283640
9,35,284580
9,35,284640
9,35,284740
9,35,284820
9,35,284840
9,35,284860
9,35,285220
9,35,285460
9,58,285460
9,24,286240
9,24,287940
9,35,288320
9,61,288880
9,30,346180
10,15,680
10,21,700
10,21,720
10,21,740
10,21,760
10,21,780
10,21,800
10,21,820
10,21,840
10,21,860
10,21,880
10,21,900
10,21,920
10,15,920
10,15,940
10,15,960
10,15,980
10,14,9200
10,21,9240
10,14,9240
10,21,9260
10,14,9260
10,14,9280
10,14,9300
10,14,9320
10,14,9340
10,14,9420
10,14,9440
10,14,9460
10,14,9500
10,14,9520
10,14,9580
10,14,9620
10,14,9640
10,14,9740
10,14,9760
10,14,9780
10,14,9800
10,21,10220
10,14,10220
10,21,10240
10,21,10260
10,14,10260
10,21,10280
10,21,10300
10,21,10340
10,21,10360
10,21,10380
10,21,10400
10,14,10420
10,14,10460
10,21,10520
10,21,10540
10,21,10560
10,15,11980
10,15,12000
10,21,12040
10,21,12060
10,21,12080
10,21,12100
10,21,12200
10,15,12320
10,21,12360
10,15,12360
10,21,12380
10,15,12380
10,15,12400
10,15,12420
10,15,12440
10,46,12520
10,14,12520
10,14,12540
10,17,12760
10,14,13040
10,15,13160
10,15,13360
10,15,13700
10,15,13760
10,15,13880
10,15,13900
10,15,13920
10,13,14100
10,21,14140
10,13,14140
10,21,14160
10,13,14160
10,21,14180
10,13,14180
10,21,14200
10,13,14200
10,21,14220
10,21,14240
10,21,14260
10,21,14280
10,15,14360
10,13,14380
10,15,14380
10,21,14400
10,14,14400
10,13,14400
10,21,14420
10,14,14420
10,21,14460
10,21,14480
10,21,14500
10,15,14500
10,21,14520
10,15,14520
10,21,14540
10,14,14560
10,14,14580
10,14,14600
10,21,14720
10,21,14740
10,21,14760
10,21,14780
10,21,14800
10,21,14820
10,21,14840
10,21,14860
10,21,14880
10,21,14900
10,18,14940
10,14,15720
10,14,15760
10,46,16600
10,14,16760
10,14,16780
10,14,16800
10,21,16820
10,14,16820
10,14,16840
10,14,16860
10,14,16900
10,15,16900
10,21,17000
10,21,17020
10,15,17020
10,21,17040
10,21,17060
10,21,17080
10,49,17100
10,21,17900
10,21,17920
10,21,17960
10,21,17980
10,21,18000
10,21,18020
10,21,18040
10,21,18060
10,21,18080
10,21,18100
10,21,18120
10,17,18140
10,21,18160
10,21,18180
10,21,18200
10,21,18320
10,14,18600
10,21,18700
10,14,18740
10,14,18760
10,14,18780
10,14,18800
10,14,18860
10,14,18920
10,14,19060
10,21,19080
10,14,19080
10,14,19120
10,14,19140
10,14,19160
10,14,19180
10,14,19200
10,14,19220
10,17,19220
10,14,19240
10,17,19240
10,17,19260
10,17,19280
10,14,19320
10,17,19320
10,14,19340
10,17,19340
10,14,19360
10,17,19360
10,17,19380
10,14,19400
10,17,19400
10,17,19420
10,21,19460
10,21,19480
10,21,19500
10,21,19580
10,14,19580
10,21,19600
10,14,19600
10,15,19600
10,21,19620
10,21,19640
10,14,19640
10,21,19660
10,14,19660
10,21,19680
10,21,19700
10,21,19720
10,21,19740
10,21,19760
10,21,19780
10,21,19800
10,21,19840
10,14,19960
10,17,19960
10,21,20000
10,21,20020
10,14,20020
10,21,20060
10,14,20060
10,21,20160
10,14,20160
10,21,20180
10,14,20180
10,21,20200
10,14,20200
10,21,20220
10,14,20220
10,14,20240
10,21,20260
10,14,20260
10,21,20280
10,15,20380
10,14,71660
10,14,71680
10,21,71920
10,11,71960
10,14,71960
10,11,71980
10,14,71980
10,11,72000
10,14,72000
10,16,72020
10,14,72100
10,14,72120
10,14,72140
10,14,72160
10,14,72180
10,21,72200
10,14,72200
10,21,72220
10,14,72220
10,21,72240
10,11,72260
10,21,72260
10,21,72280
10,21,72300
10,21,72320
10,14,72320
10,21,72340
10,21,72360
10,21,72380
10,21,72400
10,21,72440
10,21,72460
10,21,72480
10,21,72500
10,21,72540
10,21,72560
10,21,72580
10,21,72600
10,26,72600
10,21,72620
10,21,72640
10,21,72660
10,21,72680
10,21,72700
10,21,72720
10,32,72740
10,21,72740
10,32,72760
10,21,72760
10,21,72780
10,32,72800
10,21,72800
10,32,72820
10,21,72820
10,21,72840
10,21,72860
10,21,72880
10,21,72900
10,21,72920
10,21,72940
10,15,72940
10,21,72960
10,32,72980
10,32,73000
10,17,73000
10,21,73020
10,21,73040
10,21,73060
10,21,73080
10,21,73100
10,21,73120
10,21,73140
10,21,73160
10,21,73240
10,21,73260
10,21,73280
10,21,73300
10,21,73320
10,21,73360
10,21,73380
10,21,73400
10,21,73440
10,32,73460
10,21,73500
10,21,73640
10,21,73660
10,21,73680
10,21,73700
10,21,73740
10,21,73760
10,21,73800
10,21,73820
10,21,73840
10,21,73860
10,21,73880
10,21,73900
10,21,73920
10,21,73940
10,21,73960
10,21,73980
10,21,74000
10,21,74020
10,21,74040
10,21,74060
10,21,74080
10,21,74100
10,21,74120
10,21,74140
10,21,74160
10,21,74180
10,21,74200
10,21,74220
10,21,74240
10,21,74260
10,21,74280
10,21,74300
10,21,74320
10,21,74340
10,21,74360
10,21,74380
10,21,74400
10,21,74420
10,21,74440
10,21,74480
10,21,74500
10,21,74520
10,21,74540
10,21,74560
10,21,74580
10,21,74600
10,21,74620
10,21,74640
10,21,74660
10,21,74680
10,21,74700
10,21,74720
10,21,74740
10,21,74760
10,21,74780
10,21,74800
10,21,74840
10,32,74860
10,32,74980
10,32,75020
10,32,75040
10,32,75060
10,21,75060
10,21,75080
10,14,75080
10,17,75080
10,11,75100
10,17,75100
10,17,75120
10,17,75140
10,15,75480
10,21,75600
10,14,75600
10,21,75620
10,21,75640
10,21,75660
10,14,75660
10,11,76500
10,21,76520
10,21,76540
10,54,76660
10,54,76680
10,28,76700
10,28,76720
10,28,76760
10,54,76760
10,15,76900
10,15,76940
10,15,76960
10,28,77020
10,21,77020
10,14,77020
10,16,77020
10,26,77020
10,21,77040
10,14,77040
10,28,77060
10,21,77060
10,21,77080
10,21,77100
10,14,77100
10,21,77120
10,14,77120
10,15,77140
10,21,77160
10,15,77160
10,21,77180
10,15,77180
10,21,77200
10,14,77200
10,15,77200
10,15,77220
10,21,77240
10,14,77240
10,15,77240
10,21,77260
10,14,77260
10,15,77260
10,15,77280
10,14,77300
10,15,77300
10,21,77320
10,14,77320
10,15,77320
10,21,77340
10,14,77340
10,15,77340
10,14,77360
10,42,77380
10,21,77400
10,42,77400
10,21,77420
10,42,77420
10,21,77440
10,42,77440
10,21,77460
10,42,77460
10,21,77480
10,21,77500
10,14,77540
10,21,77560
10,21,77580
10,21,77600
10,14,77600
10,21,77620
10,21,77640
10,32,77780
10,32,77820
10,32,77840
10,32,77860
10,16,77940
10,49,77960
10,16,77960
10,49,77980
10,16,77980
10,21,78540
10,21,78560
10,21,78580
10,21,78600
10,21,78620
10,21,78640
10,16,79060
10,32,79120
10,36,79120
10,34,79220
10,34,79240
10,34,79260
10,32,79320
10,32,79340
10,32,79380
10,36,79460
10,36,79500
10,36,79520
10,36,79540
10,54,79560
10,36,79560
10,54,79580
10,36,79580
10,36,79600
10,14,79680
10,14,79700
10,26,80900
10,14,81000
10,15,81000
10,34,81020
10,14,81020
10,15,81020
10,14,81040
10,15,81040
10,15,81100
10,15,81140
10,15,81200
10,15,81220
10,15,81240
10,15,81260
10,19,81600
10,16,81620
10,28,81860
10,28,81880
10,15,81980
10,28,82220
10,32,82220
10,15,84020
10,15,84160
10,14,84240
10,14,84260
10,14,84280
10,14,84300
10,14,84340
10,14,84380
10,14,84400
10,21,84660
10,21,84680
10,21,84700
10,34,84740
10,26,84780
10,16,85320
10,32,85440
10,36,85440
10,11,85520
10,21,85520
10,11,85540
10,11,85560
10,21,85580
10,15,85580
10,21,87180
10,21,87220
10,21,87240
10,18,87260
10,32,87360
10,32,87380
10,32,87400
10,32,87420
10,17,87720
10,17,87740
10,17,87760
10,17,87780
10,17,87800
10,17,87900
10,17,87920
10,17,87980
10,29,88000
10,29,88020
10,17,88060
10,17,88080
10,17,88100
10,17,88120
10,17,88140
10,29,88160
10,17,88160
10,34,93600
10,29,93600
10,34,93620
10,29,93620
10,34,93640
10,29,93640
10,34,93660
10,29,93660
10,34,93680
10,29,93680
10,34,93700
10,29,93700
10,15,93700
10,15,93720
10,32,93960
10,32,94060
10,15,94100
10,32,94120
10,15,94120
10,32,94140
10,32,94160
10,32,94180
10,15,94180
10,15,94220
10,32,94300
10,15,94360
10,17,94620
10,25,95060
10,21,95080
10,11,95100
10,28,95280
10,17,95360
10,17,95380
10,12,95540
10,18,96520
10,18,96540
10,18,96600
10,34,96620
10,34,96640
10,34,96660
10,12,96680
10,12,96700
10,32,96740
10,17,96940
10,17,96960
10,17,96980
10,17,97000
10,17,97020
10,17,97040
10,17,97060
10,17,97080
10,17,97100
10,17,97120
10,17,97140
10,17,97160
10,17,97180
10,17,97200
10,17,97220
10,17,97240
10,17,97260
10,17,97280
10,21,97420
10,21,97440
10,21,97460
10,32,97860
10,21,97900
10,21,97920
10,21,97940
10,34,98340
10,34,98360
10,21,98360
10,21,98380
10,34,98400
10,21,98440
10,21,98460
10,21,98480
10,21,98500
10,11,98520
10,21,98520
10,11,98540
10,21,98540
10,11,98560
10,21,98560
10,11,98580
10,34,98580
10,21,98580
10,11,98600
10,34,98600
10,21,98600
10,34,98620
10,21,98620
10,29,98620
10,11,98640
10,34,98640
10,21,98640
10,34,98660
10,29,100020
10,21,100040
10,29,100040
10,21,100060
10,29,100060
10,15,100060
10,21,100080
10,29,100080
10,21,100100
10,29,100100
10,15,100100
10,15,100120
10,21,100180
10,29,100180
10,15,100180
10,29,100420
10,15,100420
10,18,100480
10,11,100520
10,11,100540
10,11,100560
10,11,100600
10,11,100620
10,11,100700
10,11,100720
10,11,100740
10,11,100760
10,11,100780
10,11,100880
10,11,100900
10,11,100920
10,11,100980
10,11,101000
10,11,101140
10,11,101160
10,11,101180
10,11,101200
10,11,101220
10,11,101240
10,11,101260
10,11,101280
10,11,101300
10,11,101320
10,11,101340
10,21,101360
10,29,101360
10,21,101580
10,21,101600
10,21,101620
10,21,101640
10,21,101660
10,11,102400
10,21,102540
10,21,102560
10,21,102580
10,11,102660
10,11,102680
10,11,102700
10,11,102720
10,11,102740
10,17,104740
10,17,104760
10,29,104840
10,29,104860
10,21,104880
10,29,104880
10,11,104900
10,21,104900
10,29,104900
10,21,104920
10,29,104920
10,21,104940
10,29,104940
10,21,104960
10,29,104960
10,29,104980
10,21,105000
10,29,105000
10,29,105020
10,15,105020
10,21,105040
10,29,105040
10,21,105820
10,15,106040
10,15,106060
10,21,106080
10,21,106100
10,21,106120
10,17,106320
10,17,106340
10,21,106820
10,14,158040
10,14,158060
10,36,158100
10,14,158120
10,36,158260
10,14,158300
10,14,158320
10,14,158340
10,14,158360
10,14,158400
10,32,158420
10,32,158440
10,14,158440
10,19,158440
10,32,158460
10,14,158460
10,19,158460
10,34,158480
10,14,158600
10,14,158740
10,14,158760
10,14,158780
10,14,158800
10,14,158820
10,14,158880
10,27,158900
10,16,158940
10,27,158940
10,27,158960
10,14,158980
10,27,158980
10,16,159000
10,27,159000
10,16,159040
10,16,159060
10,27,159060
10,27,159080
10,27,159100
10,27,159120
10,27,159140
10,27,159160
10,27,159180
10,15,159180
10,14,159200
10,27,159200
10,16,159220
10,15,159240
10,15,159260
10,27,159300
10,27,159320
10,27,159340
10,15,159340
10,27,159360
10,15,159360
10,27,159380
10,15,159380
10,27,159400
10,15,159400
10,27,159420
10,15,159420
10,15,159440
10,16,159460
10,15,159460
10,27,159480
10,15,159480
10,16,159500
10,27,159500
10,16,159540
10,27,159540
10,15,159560
10,15,159580
10,15,159620
10,16,159640
10,15,159640
10,16,159660
10,15,159660
10,16,159680
10,16,159700
10,16,159800
10,15,159800
10,15,159820
10,15,159880
10,15,159920
10,14,159940
10,15,159940
10,15,159960
10,15,160080
10,15,160100
10,15,160120
10,15,160140
10,15,160160
10,27,160180
10,27,160200
10,15,160220
10,15,160240
10,15,160260
10,15,160480
10,15,160500
10,15,160520
10,15,160580
10,15,160600
10,15,160620
10,27,160740
10,15,160740
10,16,160760
10,15,160760
10,16,160780
10,15,160780
10,16,160800
10,15,160800
10,16,160820
10,15,160820
10,16,160840
10,15,160840
10,15,160860
10,27,161020
10,15,161120
10,15,161140
10,15,161160
10,15,161180
10,15,161200
10,15,161220
10,15,161240
10,16,161280
10,15,161280
10,15,161320
10,15,161340
10,15,161380
10,16,161400
10,15,161400
10,16,161420
10,15,161420
10,16,161440
10,15,161440
10,15,161460
10,16,161520
10,16,161580
10,15,161580
10,16,161600
10,16,161620
10,15,161620
10,16,161640
10,15,161640
10,15,161660
10,16,161680
10,15,161680
10,15,161700
10,15,161720
10,15,161740
10,16,161760
10,15,161760
10,15,161780
10,14,161800
10,27,161800
10,27,161820
10,15,161820
10,27,161840
10,15,161840
10,27,161880
10,15,161880
10,15,161900
10,16,161920
10,15,161920
10,16,161940
10,15,161940
10,16,161960
10,27,161960
10,15,161960
10,16,161980
10,15,161980
10,15,162020
10,27,162040
10,15,162040
10,15,162100
10,15,162120
10,16,162140
10,27,162140
10,15,162140
10,16,162160
10,15,162160
10,16,162180
10,15,162180
10,15,162200
10,27,162220
10,15,162220
10,27,162240
10,15,162280
10,27,162300
10,15,162340
10,15,162380
10,15,162400
10,14,162420
10,15,162420
10,15,162440
10,15,162460
10,15,162480
10,15,162500
10,15,162520
10,14,162540
10,15,162540
10,15,162600
10,15,162620
10,15,162640
10,27,162660
10,15,162660
10,27,162700
10,15,162700
10,27,162720
10,15,162720
10,27,162740
10,15,162740
10,27,162760
10,15,162760
10,27,162780
10,15,162780
10,27,162800
10,15,162800
10,27,162820
10,15,162820
10,15,162840
10,15,162860
10,15,162880
10,15,162900
10,15,162920
10,15,162940
10,15,162960
10,15,162980
10,14,163000
10,15,163000
10,15,163020
10,15,163040
10,15,163060
10,15,163080
10,15,163100
10,15,163120
10,15,163140
10,27,163160
10,15,163160
10,15,163180
10,15,163200
10,15,163220
10,27,163240
10,15,163240
10,27,163260
10,15,163260
10,27,163280
10,15,163280
10,14,163300
10,15,163300
10,14,163340
10,14,163360
10,68,163380
10,68,163400
10,14,163420
10,16,163540
10,22,163540
10,15,163940
10,36,164720
10,46,164780
10,26,164780
10,48,164820
10,48,164840
10,48,164860
10,48,164880
10,48,164940
10,48,165020
10,26,165100
10,28,165200
10,28,165260
10,28,165280
10,16,165300
10,15,165500
10,15,165520
10,15,165580
10,15,165640
10,15,165660
10,11,165680
10,26,165840
10,26,165860
10,36,165880
10,28,165900
10,22,165900
10,28,165920
10,72,165920
10,72,165940
10,15,165940
10,72,165960
10,15,165960
10,34,165980
10,15,165980
10,11,166000
10,34,166000
10,29,166000
10,15,166000
10,69,166020
10,15,166020
10,22,166040
10,69,166060
10,22,166060
10,28,166080
10,14,166080
10,29,166080
10,34,166100
10,34,166120
10,29,166120
10,14,166140
10,69,166420
10,69,166440
10,69,166480
10,27,167740
10,27,167760
10,27,167800
10,32,168300
10,22,168300
10,32,168320
10,22,168320
10,32,168340
10,14,168340
10,32,168360
10,14,168360
10,14,168380
10,32,168400
10,14,168400
10,22,168400
10,32,168420
10,14,168420
10,22,168420
10,48,168420
10,32,168440
10,22,168440
10,48,168440
10,14,168460
10,14,168480
10,14,168500
10,54,168520
10,54,168540
10,54,168580
10,54,168600
10,14,168640
10,32,168660
10,22,168840
10,28,168860
10,16,168860
10,22,168860
10,36,168860
10,27,168880
10,73,169000
10,36,169060
10,55,169080
10,15,169340
10,16,169360
10,15,169360
10,16,169380
10,15,169380
10,16,169400
10,15,169400
10,16,169420
10,15,169420
10,15,169580
10,15,169600
10,34,169960
10,46,170000
10,69,170040
10,22,170040
10,28,171680
10,28,171720
10,29,171760
10,11,171800
10,32,171820
10,16,171820
10,22,171820
10,36,171840
10,68,171860
10,68,171880
10,11,171940
10,34,171940
10,14,171940
10,34,173340
10,34,173360
10,14,173360
10,14,173420
10,14,173440
10,18,173440
10,72,173460
10,14,173500
10,14,173620
10,14,173640
10,14,173660
10,72,173700
10,14,173760
10,14,173840
10,36,173840
10,14,173860
10,14,173880
10,36,173880
10,14,173920
10,29,173940
10,11,173960
10,29,173960
10,14,174040
10,34,174100
10,14,174120
10,14,174140
10,11,174240
10,14,174260
10,11,174280
10,14,174280
10,11,174300
10,14,174300
10,14,174320
10,11,174340
10,14,174360
10,14,174380
10,14,174400
10,14,174420
10,14,174460
10,18,174800
10,16,177360
10,16,177380
10,16,177520
10,15,178520
10,15,179260
10,15,179280
10,73,179300
10,73,179320
10,73,179600
10,73,179660
10,73,179680
10,73,179700
10,73,179720
10,73,179740
10,73,179760
10,73,179780
10,73,179800
10,73,179820
10,73,179840
10,73,179860
10,73,179880
10,45,179940
10,73,180080
10,73,180100
10,73,180120
10,73,180240
10,73,180280
10,18,180320
10,18,180400
10,73,180420
10,18,180440
10,14,181540
10,15,181540
10,14,181560
10,15,181560
10,14,181600
10,15,181620
10,14,181660
10,14,181680
10,14,181700
10,14,181720
10,14,181740
10,15,181740
10,14,181780
10,15,181780
10,14,181800
10,15,181800
10,14,181820
10,15,181820
10,14,181840
10,14,181860
10,14,181880
10,14,181900
10,15,181900
10,14,181920
10,15,181920
10,14,181940
10,15,181960
10,14,182000
10,29,182000
10,14,182020
10,29,182020
10,14,182040
10,29,182040
10,14,182060
10,14,182080
10,15,182080
10,15,182100
10,15,182120
10,29,182140
10,15,182140
10,29,182160
10,15,182160
10,29,182180
10,15,182180
10,29,182200
10,15,182200
10,29,182220
10,29,182260
10,29,182280
10,29,182300
10,16,182340
10,15,182340
10,16,182360
10,15,182360
10,16,182380
10,15,182380
10,14,182400
10,29,182400
10,15,182400
10,14,182420
10,15,182420
10,14,182440
10,14,182460
10,15,182460
10,15,182500
10,15,182520
10,14,182560
10,15,182560
10,14,182580
10,15,182580
10,14,182600
10,15,182600
10,14,182660
10,14,182700
10,15,182700
10,15,182740
10,15,182780
10,11,182800
10,14,182800
10,11,182820
10,14,182820
10,29,183360
10,34,184640
10,34,184660
10,34,184680
10,34,184700
10,34,184740
10,22,184880
10,16,184900
10,16,184920
10,16,184940
10,16,185000
10,16,185080
10,15,187560
10,15,187600
10,69,187840
10,17,188300
10,17,188780
10,69,188960
10,69,188980
10,69,189000
10,17,189320
10,14,189520
10,14,189540
10,14,189600
10,14,189620
10,14,189640
10,14,189680
10,14,189700
10,14,190860
10,15,190860
10,14,190880
10,17,190880
10,15,190940
10,15,190960
10,15,190980
10,15,191000
10,15,191100
10,15,191120
10,14,191540
10,73,191620
10,73,191640
10,73,191660
10,14,191800
10,11,191980
10,14,192500
10,17,192620
10,34,248700
10,16,248720
10,66,248780
10,46,248820
10,11,248880
10,16,248880
10,36,248880
10,11,248900
10,16,248900
10,29,248900
10,16,248940
10,36,248960
10,36,249660
10,66,249820
10,36,251420
10,16,251440
10,16,251460
10,66,251480
10,16,251480
10,15,251480
10,68,251800
10,29,251820
10,29,251840
10,14,251860
10,29,251860
10,29,251880
10,14,251900
10,28,251940
10,53,251940
10,25,251940
10,53,251960
10,53,251980
10,29,251980
10,16,252000
10,29,252020
10,53,252040
10,29,252140
10,27,252200
10,27,252220
10,27,252240
10,29,252560
10,29,252580
10,15,253980
10,29,254160
10,29,254180
10,29,254260
10,15,254480
10,15,254500
10,15,254540
10,15,254600
10,15,255400
10,15,255540
10,15,255560
10,16,255580
10,22,255580
10,29,255580
10,29,255600
10,29,255620
10,34,255640
10,29,255640
10,14,255660
10,29,255660
10,14,255680
10,14,255700
10,15,255840
10,14,255940
10,14,255960
10,11,255980
10,14,255980
10,29,255980
10,29,256000
10,14,256020
10,14,256040
10,29,256040
10,29,256060
10,34,256080
10,29,256080
10,14,256120
10,29,256120
10,14,256140
10,14,256160
10,29,256180
10,29,256220
10,29,256240
10,29,256260
10,29,256280
10,29,256300
10,29,256320
10,29,256340
10,50,256400
10,50,257660
10,50,257680
10,15,257720
10,15,257740
10,15,257760
10,15,257800
10,15,257820
10,15,257840
10,15,258120
10,20,258140
10,20,258180
10,20,258240
10,15,258260
10,14,261240
10,29,261240
10,29,261260
10,29,261280
10,15,261280
10,29,261320
10,29,261340
10,29,261500
10,29,261560
10,29,261580
10,29,261620
10,29,261660
10,29,261680
10,14,261760
10,29,261760
10,29,261800
10,29,261820
10,29,261840
10,29,261860
10,29,261880
10,29,261920
10,29,261940
10,29,261980
10,29,262000
10,29,262040
10,29,262060
10,29,262080
10,29,262100
10,29,262120
10,29,262140
10,29,262160
10,29,262180
10,29,262200
10,29,262240
10,29,262260
10,15,262260
10,29,262280
10,29,262300
10,14,262320
10,29,262320
10,14,262340
10,29,262340
10,14,262360
10,29,262360
10,29,262380
10,14,262440
10,29,262440
10,14,262460
10,29,262460
10,14,262480
10,29,262480
10,14,262500
10,29,262500
10,14,262520
10,14,262540
10,29,262540
10,14,262580
10,14,262600
10,29,262600
10,14,262620
10,29,262620
10,14,262640
10,29,262640
10,14,262660
10,29,262660
10,14,262680
10,29,262680
10,29,262700
10,29,262720
10,14,262740
10,29,262740
10,29,262760
10,29,262780
10,29,262800
10,29,262820
10,66,262840
10,24,262840
10,22,262860
10,29,262860
10,16,262880
10,22,262880
10,29,262880
10,24,262880
10,66,262900
10,16,262900
10,22,262900
10,36,262900
10,66,262920
10,22,262920
10,66,262940
10,22,262940
10,36,262940
10,66,262960
10,19,262960
10,15,262960
10,29,262980
10,14,263000
10,29,263000
10,15,263000
10,14,263020
10,29,263040
10,14,263160
10,14,263180
10,29,263180
10,29,263200
10,29,263220
10,14,263240
10,29,263240
10,29,263260
10,25,264160
10,24,264160
10,68,264160
10,60,264200
10,60,264580
10,60,264600
10,60,264620
10,14,266500
10,14,266520
10,29,266660
10,29,266720
10,29,266740
10,29,266780
10,29,266880
10,29,266900
10,29,266920
10,29,266940
10,29,266980
10,14,267040
10,14,267060
10,16,267060
10,16,267080
10,14,267100
10,16,267100
10,16,267160
10,15,267240
10,50,267480
10,16,269820
10,16,269840
10,16,269940
10,16,269960
10,64,270880
10,14,271820
10,29,271820
10,16,271860
10,14,271880
10,16,271880
10,16,271900
10,16,271920
10,29,271920
10,29,271940
10,14,272020
10,29,272020
10,14,272040
10,29,272040
10,14,272060
10,29,272060
10,29,272100
10,14,272220
10,29,272220
10,14,272240
10,29,272240
10,14,272260
10,29,272260
10,14,272280
10,14,272300
10,29,272300
10,14,272320
10,29,272320
10,29,272340
10,29,272360
10,29,272380
10,29,272400
10,29,272480
10,29,272500
10,29,272520
10,29,272540
10,29,272560
10,29,272580
10,29,272600
10,29,272620
10,29,272640
10,29,272920
10,29,272980
10,29,273000
10,29,273020
10,29,273080
10,29,273100
10,29,273140
10,29,273240
10,29,273260
10,29,273280
10,29,273300
10,29,273340
10,29,273620
10,29,273800
10,29,273820
10,29,273860
10,29,273880
10,29,274000
10,29,274020
10,29,274120
10,29,274160
10,29,274560
10,29,274600
10,29,274620
10,29,274660
10,29,274680
10,30,274720
10,30,274740
10,29,274740
10,29,274780
10,29,274800
10,29,274820
10,15,275240
10,15,275480
10,15,275500
10,15,275580
10,14,275700
10,14,275740
10,15,275740
10,60,277960
10,60,277980
10,17,278220
10,17,278240
10,17,278260
10,17,278280
10,14,278300
10,17,278300
10,14,278320
10,17,278320
10,14,278340
10,17,278340
10,14,278580
10,17,278800
10,17,278820
10,14,278840
10,14,278860
10,15,280300
10,23,334440
10,12,334440
10,12,335100
10,12,335120
10,28,335140
10,67,335140
10,13,335180
10,13,335200
10,13,335220
10,13,335240
10,13,335260
