,v,w,t
35842,30,222,1385983800
35843,30,222,1385983820
35844,30,222,1385983940
35845,30,222,1385984020
35846,30,222,1385984040
35847,30,222,1385984060
37454,32,100,1385982860
37455,32,202,1385982940
38687,34,172,1385982440
38688,34,95,1385982560
38689,34,258,1385982560
38690,34,60,1385982600
38691,34,179,1385982820
38692,34,116,1385982860
38693,34,116,1385982880
38694,34,79,1385982940
38695,34,179,1385982940
38696,34,179,1385982960
38697,34,179,1385982980
38698,34,79,1385983000
38699,34,116,1385983000
38700,34,79,1385983020
38701,34,116,1385983080
38702,34,116,1385983100
38703,34,116,1385983120
38704,34,45,1385983140
38705,34,116,1385983140
38706,34,45,1385983160
38707,34,116,1385983160
38708,34,116,1385983180
38709,34,45,1385983180
38710,34,45,1385983200
38711,34,116,1385983200
38712,34,45,1385983220
38713,34,116,1385983220
38714,34,116,1385983240
38715,34,79,1385983240
38716,34,45,1385983240
38717,34,116,1385983260
38718,34,45,1385983260
38719,34,116,1385983280
38720,34,45,1385983280
38721,34,116,1385983300
38722,34,45,1385983300
38723,34,179,1385983300
38724,34,116,1385983320
38725,34,79,1385983320
38726,34,45,1385983320
38727,34,179,1385983320
38728,34,79,1385983400
38729,34,45,1385983400
38730,34,45,1385983420
38731,34,79,1385983440
38732,34,45,1385983440
38733,34,116,1385983460
38734,34,79,1385983460
38735,34,45,1385983460
38736,34,45,1385983480
38737,34,116,1385983480
38738,34,79,1385983480
38739,34,116,1385983500
38740,34,79,1385983500
38741,34,45,1385983500
38742,34,179,1385983500
38743,34,116,1385983520
38744,34,79,1385983520
38745,34,45,1385983520
38746,34,179,1385983520
38747,34,116,1385983540
38748,34,79,1385983540
38749,34,45,1385983540
38750,34,116,1385983560
38751,34,79,1385983560
38752,34,45,1385983560
38753,34,116,1385983580
38754,34,45,1385983580
38755,34,116,1385983600
38756,34,45,1385983600
38757,34,116,1385983620
38758,34,45,1385983620
38759,34,116,1385983640
38760,34,79,1385983640
38761,34,45,1385983640
38762,34,116,1385983660
38763,34,45,1385983660
38764,34,116,1385983680
38765,34,79,1385983680
38766,34,45,1385983680
38767,34,116,1385983700
38768,34,79,1385983700
38769,34,45,1385983700
38770,34,116,1385983720
38771,34,45,1385983720
38772,34,179,1385983740
38773,34,116,1385983740
38774,34,79,1385983740
38775,34,45,1385983740
38776,34,116,1385983760
38777,34,79,1385983760
38778,34,45,1385983760
38779,34,45,1385983780
38780,34,45,1385983800
38781,34,45,1385983820
38782,34,45,1385983840
38783,34,45,1385983860
38784,34,79,1385983880
38785,34,45,1385983880
38786,34,79,1385983900
38787,34,45,1385983900
38788,34,79,1385983920
38789,34,45,1385983920
38790,34,179,1385983940
38791,34,45,1385983940
38792,34,45,1385983960
38793,34,176,1385983960
38794,34,45,1385983980
38795,34,176,1385983980
38796,34,45,1385984000
38797,34,176,1385984000
38798,34,45,1385984020
38799,34,176,1385984020
38800,34,176,1385984040
38801,34,176,1385984080
38802,34,45,1385984100
38803,34,176,1385984100
38804,34,79,1385984120
38805,34,45,1385984120
38806,34,176,1385984120
38807,34,79,1385984140
38808,34,116,1385984160
38809,34,79,1385984160
38810,34,45,1385984160
38811,34,176,1385984160
38812,34,79,1385984180
38813,34,45,1385984180
38814,34,176,1385984180
38815,34,79,1385984200
38816,34,45,1385984200
38817,34,176,1385984200
38818,34,79,1385984220
38819,34,45,1385984220
38820,34,176,1385984220
38821,34,79,1385984240
38822,34,45,1385984240
38823,34,176,1385984240
38824,34,179,1385984260
38825,34,79,1385984260
38826,34,45,1385984260
38827,34,176,1385984260
38828,34,79,1385984280
38829,34,45,1385984280
38830,34,176,1385984280
38831,34,116,1385984300
38832,34,45,1385984300
38833,34,176,1385984300
38834,34,116,1385984320
38835,34,45,1385984320
38836,34,176,1385984320
38837,34,45,1385984340
38838,34,179,1385984340
38839,34,179,1385984360
38840,34,116,1385984360
38841,34,176,1385984380
38842,34,45,1385984420
38843,34,176,1385984420
38844,34,176,1385984440
38845,34,176,1385984620
38846,34,176,1385984640
38847,34,176,1385984660
38848,34,176,1385984680
38849,34,176,1385984700
38850,34,176,1385984720
38851,34,176,1385984740
38852,34,176,1385984760
38853,34,176,1385984780
38854,34,176,1385984800
38855,34,176,1385984820
38856,34,179,1385984820
38857,34,79,1385984840
38858,34,176,1385984840
38859,34,116,1385984860
38860,34,176,1385984860
38861,34,179,1385984860
38862,34,45,1385984880
38863,34,79,1385984880
38864,34,179,1385984880
38865,34,179,1385984900
38866,34,79,1385984900
38867,34,176,1385984900
38868,34,176,1385984920
38869,34,179,1385984920
38870,34,79,1385984940
38871,34,176,1385984960
38872,34,179,1385984960
38873,34,176,1385984980
38874,34,179,1385984980
38875,34,79,1385985000
38876,34,176,1385985000
38877,34,179,1385985000
38878,34,79,1385985020
38879,34,176,1385985020
38880,34,179,1385985020
38881,34,176,1385985040
38882,34,176,1385985140
38883,34,116,1385985160
38884,34,45,1385985160
38885,34,176,1385985160
38886,34,176,1385985180
38887,34,176,1385985200
38888,34,176,1385985420
38889,34,79,1385985440
38890,34,176,1385985440
38891,34,79,1385985460
38892,34,176,1385985460
38893,34,79,1385985480
38894,34,176,1385985480
38895,34,116,1385985500
38896,34,79,1385985500
38897,34,45,1385985500
38898,34,176,1385985500
38899,34,45,1385985520
38900,34,79,1385985520
38901,34,176,1385985520
38902,34,179,1385985520
38903,34,179,1385985540
38904,34,45,1385985540
38905,34,79,1385985540
38906,34,176,1385985540
38907,34,45,1385985560
38908,34,176,1385985560
38909,34,179,1385985560
38910,34,45,1385985580
38911,34,176,1385985580
38912,34,179,1385985580
38913,34,45,1385985600
38914,34,176,1385985600
38915,34,179,1385985600
38916,34,176,1385985620
38917,34,179,1385985620
38918,34,179,1385985640
38919,34,176,1385985640
40950,35,205,1385982820
42224,36,254,1385984120
42225,36,144,1385984260
42226,36,254,1385984280
42227,36,254,1385984480
42228,36,254,1385984520
42229,36,254,1385984560
42230,36,254,1385984580
42231,36,254,1385984600
42232,36,254,1385984620
42233,36,254,1385984640
42234,36,254,1385984660
42235,36,254,1385984680
42236,36,254,1385984700
42237,36,254,1385984740
42238,36,254,1385984940
42239,36,254,1385984960
42240,36,254,1385984980
42885,37,147,1385982020
42886,37,147,1385982040
42887,37,147,1385982060
42888,37,147,1385982080
42889,37,147,1385982100
42890,37,147,1385982140
42891,37,147,1385982160
42892,37,147,1385982180
42893,37,147,1385982200
42894,37,147,1385982220
42895,37,147,1385982240
42896,37,147,1385982260
42897,37,46,1385982260
42898,37,147,1385982280
42899,37,43,1385982280
42900,37,147,1385982300
42901,37,46,1385982300
42902,37,147,1385982320
42903,37,73,1385982320
42904,37,147,1385982340
42905,37,147,1385982360
42906,37,147,1385982380
42907,37,73,1385982400
42908,37,44,1385982400
42909,37,217,1385982420
42910,37,147,1385982440
42911,37,44,1385982440
42912,37,147,1385982460
42913,37,91,1385982460
42914,37,147,1385982480
42915,37,91,1385982480
42916,37,147,1385982500
42917,37,147,1385982520
42918,37,147,1385982540
42919,37,147,1385982560
42920,37,147,1385982580
42921,37,147,1385982600
42922,37,147,1385982620
42923,37,147,1385982640
42924,37,147,1385982660
42925,37,147,1385982680
42926,37,147,1385982700
42927,37,147,1385982720
44499,38,136,1385982580
44500,38,285,1385982720
44501,38,285,1385982780
44502,38,79,1385982820
44503,38,203,1385983000
44504,38,203,1385983040
44505,38,203,1385983080
44506,38,203,1385983100
44507,38,203,1385983140
44508,38,203,1385983200
44509,38,152,1385984460
44510,38,152,1385985560
44541,39,109,1385982200
44542,39,98,1385982320
44543,39,43,1385982320
44544,39,43,1385982340
44545,39,43,1385982440
44546,39,43,1385982460
44547,39,72,1385982460
44548,39,72,1385982480
44549,39,111,1385982540
44550,39,261,1385982540
44551,39,211,1385982580
44552,39,75,1385982600
44553,39,95,1385982640
44554,39,227,1385982660
44555,39,318,1385982700
44556,39,318,1385982740
44557,39,318,1385982760
44558,39,318,1385982780
44559,39,318,1385982800
44560,39,318,1385982840
44561,39,115,1385982860
44562,39,318,1385982860
44563,39,169,1385982900
44564,39,175,1385982980
44565,39,175,1385983000
44566,39,277,1385983080
44567,39,66,1385983080
44568,39,175,1385983540
44569,39,261,1385983580
44570,39,60,1385983600
44571,39,261,1385984080
44572,39,60,1385984420
44573,39,60,1385984440
44574,39,60,1385984460
44575,39,98,1385984480
44576,39,43,1385984780
44577,39,43,1385984800
44578,39,180,1385985260
45586,40,47,1385982080
45587,40,47,1385982100
45588,40,47,1385982120
45589,40,47,1385982140
45590,40,47,1385982160
45591,40,47,1385982180
45592,40,47,1385982200
45593,40,47,1385982220
45594,40,47,1385982240
45595,40,47,1385982260
45596,40,47,1385982280
45597,40,47,1385982300
45598,40,47,1385982320
45599,40,47,1385982340
45600,40,47,1385982360
45601,40,47,1385982380
45602,40,47,1385982400
45603,40,47,1385982420
45604,40,47,1385982440
45605,40,47,1385982460
45606,40,47,1385982480
45607,40,47,1385982500
45608,40,47,1385982520
45609,40,47,1385982540
45610,40,190,1385982900
48246,41,70,1385983100
48247,41,70,1385983120
48248,41,81,1385983200
48249,41,70,1385983200
48250,41,206,1385984560
48251,41,206,1385984640
48252,41,206,1385984720
49303,42,192,1385982020
49304,42,64,1385982020
49305,42,192,1385982040
49306,42,64,1385982040
49307,42,192,1385982060
49308,42,64,1385982060
49309,42,64,1385982080
49310,42,192,1385982080
49311,42,192,1385982100
49312,42,64,1385982100
49313,42,64,1385982120
49314,42,192,1385982120
49315,42,192,1385982140
49316,42,64,1385982140
49317,42,192,1385982160
49318,42,64,1385982160
49319,42,64,1385982180
49320,42,192,1385982180
49321,42,192,1385982200
49322,42,64,1385982200
49323,42,192,1385982220
49324,42,64,1385982220
49325,42,192,1385982240
49326,42,64,1385982240
49327,42,192,1385982260
49328,42,64,1385982260
49329,42,192,1385982280
49330,42,64,1385982280
49331,42,192,1385982300
49332,42,64,1385982300
49333,42,192,1385982320
49334,42,64,1385982320
49335,42,192,1385982340
49336,42,64,1385982340
49337,42,192,1385982360
49338,42,64,1385982360
49339,42,192,1385982380
49340,42,64,1385982380
49341,42,192,1385982400
49342,42,64,1385982400
49343,42,192,1385982420
49344,42,64,1385982420
49345,42,192,1385982440
49346,42,64,1385982440
49347,42,192,1385982460
49348,42,64,1385982460
49349,42,192,1385982480
49350,42,64,1385982480
49351,42,192,1385982500
49352,42,64,1385982500
49353,42,192,1385982520
49354,42,64,1385982520
49355,42,192,1385982540
49356,42,64,1385982540
49357,42,192,1385982560
49358,42,64,1385982560
49359,42,192,1385982580
49360,42,64,1385982580
49361,42,64,1385982600
49362,42,192,1385982600
49363,42,192,1385982620
49364,42,64,1385982620
49365,42,192,1385982640
49366,42,64,1385982640
49367,42,192,1385982660
49368,42,64,1385982660
49369,42,192,1385982680
49370,42,64,1385982680
49371,42,192,1385982700
49372,42,64,1385982700
49373,42,64,1385982820
49374,42,85,1385982900
49375,42,67,1385983100
50069,43,132,1385982080
50070,43,132,1385982100
50071,43,132,1385982120
50072,43,132,1385982140
50073,43,180,1385982140
50074,43,132,1385982160
50075,43,180,1385982160
50076,43,180,1385982180
50077,43,132,1385982180
50078,43,132,1385982200
50079,43,180,1385982200
50080,43,132,1385982220
50081,43,180,1385982220
50082,43,105,1385982240
50083,43,132,1385982240
50084,43,180,1385982240
50085,43,105,1385982260
50086,43,132,1385982260
50087,43,180,1385982260
50088,43,132,1385982280
50089,43,44,1385982320
50090,43,109,1385982340
50091,43,180,1385982340
50092,43,180,1385982360
50093,43,200,1385982360
50094,43,200,1385982380
50095,43,261,1385982380
50096,43,105,1385982400
50097,43,261,1385982400
50098,43,242,1385982420
50099,43,109,1385982420
50100,43,105,1385982420
50101,43,261,1385982420
50102,43,132,1385982440
50103,43,72,1385982440
50104,43,129,1385982440
50105,43,72,1385982460
50106,43,129,1385982460
50107,43,242,1385982500
50108,43,200,1385982500
50109,43,268,1385982500
50110,43,242,1385982520
50111,43,66,1385982520
50112,43,200,1385982520
50113,43,242,1385982540
50114,43,109,1385982540
50115,43,242,1385982560
50116,43,132,1385982560
50117,43,72,1385982560
50118,43,261,1385982560
50119,43,132,1385982580
50120,43,72,1385982580
50121,43,132,1385982600
50122,43,72,1385982600
50123,43,132,1385982620
50124,43,60,1385982620
50125,43,72,1385982620
50126,43,72,1385982640
50127,43,132,1385982640
50128,43,72,1385982660
50129,43,132,1385982680
50130,43,72,1385982680
50131,43,72,1385982700
50132,43,132,1385982700
50133,43,132,1385982720
50134,43,72,1385982720
50135,43,132,1385982740
50136,43,132,1385982760
50137,43,72,1385982780
50138,43,132,1385982780
50139,43,72,1385982800
50140,43,132,1385982820
50141,43,72,1385982820
50142,43,72,1385982840
50143,43,132,1385982840
50144,43,72,1385982860
50145,43,132,1385982860
50146,43,132,1385982880
50147,43,277,1385982880
50148,43,72,1385982880
50149,43,132,1385982900
50150,43,132,1385982920
50151,43,72,1385982920
50152,43,72,1385982940
50153,43,132,1385982940
50154,43,72,1385982960
50155,43,132,1385982960
50156,43,72,1385982980
50157,43,132,1385982980
50158,43,72,1385983000
50159,43,132,1385983000
50160,43,72,1385983020
50161,43,132,1385983020
50162,43,72,1385983080
50163,43,132,1385983100
50164,43,72,1385983100
50165,43,132,1385983120
50166,43,72,1385983120
50167,43,72,1385983140
50168,43,132,1385983140
50169,43,132,1385983160
50170,43,72,1385983160
50171,43,132,1385983180
50172,43,72,1385983180
50173,43,132,1385983200
50174,43,72,1385983200
50175,43,72,1385983220
50176,43,132,1385983220
50177,43,72,1385983240
50178,43,132,1385983240
50179,43,132,1385983260
50180,43,72,1385983260
50181,43,261,1385983280
50182,43,132,1385983280
50183,43,132,1385983300
50184,43,261,1385983300
50185,43,132,1385983340
50186,43,132,1385983360
50187,43,132,1385983380
50188,43,132,1385983400
50189,43,132,1385983460
50190,43,132,1385983480
50191,43,132,1385983500
50192,43,132,1385983520
50193,43,132,1385983540
50194,43,132,1385983560
50195,43,132,1385983580
50196,43,132,1385983600
50197,43,132,1385983620
50198,43,132,1385983640
50199,43,132,1385983660
50200,43,132,1385983680
50201,43,132,1385983720
50202,43,132,1385983740
50203,43,132,1385983760
50204,43,132,1385983780
50205,43,132,1385983800
50206,43,132,1385983820
50207,43,132,1385983840
50208,43,132,1385983860
50209,43,132,1385983880
50210,43,132,1385983920
50211,43,132,1385983940
50212,43,132,1385983960
50213,43,132,1385984020
50214,43,132,1385984040
50215,43,72,1385984040
50216,43,132,1385984060
50217,43,72,1385984080
50218,43,200,1385984080
50219,43,132,1385984080
50220,43,132,1385984100
50221,43,132,1385984120
50222,43,132,1385984140
50223,43,132,1385984160
50224,43,132,1385984200
50225,43,132,1385984220
50226,43,132,1385984240
50227,43,132,1385984260
50228,43,132,1385984280
50229,43,132,1385984300
50230,43,132,1385984320
50231,43,132,1385984340
50232,43,132,1385984360
50233,43,132,1385984380
50234,43,98,1385984380
50235,43,132,1385984400
50236,43,132,1385984420
50237,43,98,1385984420
50238,43,132,1385984440
50239,43,98,1385984440
50240,43,132,1385984460
50241,43,132,1385984480
50242,43,132,1385984500
50243,43,132,1385984520
50244,43,132,1385984540
50245,43,98,1385984540
50246,43,132,1385984560
50247,43,132,1385984580
50248,43,132,1385984600
50249,43,132,1385984620
50250,43,132,1385984640
50251,43,132,1385984660
50252,43,72,1385984700
50253,43,132,1385984700
50254,43,72,1385984720
50255,43,132,1385984720
50256,43,72,1385984740
50257,43,132,1385984740
50258,43,132,1385984760
50259,43,72,1385984760
50260,43,98,1385984760
50261,43,66,1385984780
50262,43,60,1385984800
50263,43,241,1385984880
50264,43,241,1385984900
50265,43,132,1385985160
50266,43,132,1385985180
50267,43,132,1385985200
50268,43,132,1385985220
50269,43,132,1385985240
50270,43,132,1385985300
50271,43,132,1385985320
50272,43,132,1385985340
50273,43,72,1385985480
50274,43,132,1385985480
50275,43,180,1385985480
50276,43,180,1385985500
50277,43,72,1385985540
50278,43,132,1385985540
50279,43,180,1385985540
50280,43,180,1385985560
50281,43,180,1385985580
50282,43,132,1385985600
50283,43,261,1385985600
50284,43,180,1385985600
50285,43,132,1385985620
51665,44,46,1385982240
51666,44,46,1385982260
51667,44,46,1385982280
51668,44,147,1385982300
51669,44,268,1385982300
51670,44,46,1385982300
51671,44,76,1385982340
51672,44,158,1385982340
51673,44,147,1385982440
53650,45,58,1385983080
53651,45,79,1385983120
53652,45,116,1385983160
53653,45,79,1385983200
53654,45,116,1385983240
53655,45,116,1385983380
53656,45,79,1385983400
53657,45,79,1385983440
53658,45,116,1385983580
53659,45,116,1385983600
53660,45,176,1385983960
53661,45,116,1385984180
53662,45,176,1385984180
53663,45,176,1385984200
53664,45,176,1385984220
53665,45,176,1385984240
53666,45,176,1385984280
53667,45,116,1385984300
53668,45,79,1385984300
53669,45,176,1385984300
53670,45,116,1385984320
53671,45,79,1385984320
53672,45,176,1385984320
53673,45,116,1385984340
53674,45,116,1385984360
53675,45,79,1385984360
53676,45,176,1385984380
53677,45,176,1385984420
53678,45,116,1385984440
53679,45,176,1385984440
53680,45,176,1385984480
53681,45,116,1385984500
53682,45,176,1385984500
53683,45,116,1385984520
53684,45,79,1385984540
53685,45,116,1385984580
53686,45,176,1385984820
53687,45,176,1385984840
53688,45,176,1385984880
53689,45,116,1385985160
53690,45,176,1385985500
53691,45,176,1385985520
53692,45,176,1385985540
53693,45,116,1385985560
53694,45,116,1385985580
53695,45,79,1385985580
53696,45,176,1385985580
53697,45,116,1385985600
55355,46,101,1385982020
55356,46,101,1385982040
55357,46,101,1385982060
55358,46,135,1385982160
55359,46,135,1385982240
55360,46,147,1385982300
55361,46,101,1385982300
55362,46,60,1385982400
55363,46,241,1385982420
55364,46,60,1385982420
55365,46,241,1385982440
55366,46,60,1385982440
55367,46,101,1385982500
55368,46,101,1385982520
55369,46,101,1385982540
55370,46,101,1385982560
55371,46,101,1385982580
55372,46,101,1385982600
55373,46,101,1385982620
55374,46,101,1385982640
55375,46,101,1385982660
55376,46,101,1385982680
55377,46,101,1385982700
55378,46,101,1385982720
55379,46,101,1385982740
55380,46,101,1385982760
55381,46,261,1385982820
55382,46,127,1385982840
55383,46,261,1385982840
55384,46,265,1385982840
55385,46,127,1385982860
55386,46,127,1385982880
55387,46,101,1385982880
58003,47,175,1385982520
58004,47,175,1385982560
58005,47,175,1385982580
58006,47,175,1385982620
58007,47,175,1385982780
58008,47,174,1385982840
58009,47,190,1385982900
58010,47,231,1385983920
58011,47,175,1385983960
58012,47,175,1385983980
58013,47,231,1385984820
58014,47,231,1385985020
58828,48,119,1385983040
58829,48,306,1385983300
58830,48,306,1385983320
58831,48,311,1385984780
59168,49,253,1385982980
59169,49,131,1385982980
59660,50,91,1385982340
59661,50,101,1385982340
59662,50,241,1385982380
59663,50,277,1385982380
59664,50,109,1385983120
59665,50,109,1385983140
59666,50,61,1385983140
59667,50,277,1385983140
59668,50,109,1385983160
59669,50,61,1385983160
59670,50,61,1385983200
59671,50,61,1385983240
59672,50,61,1385983280
59673,50,61,1385983300
59674,50,61,1385983320
59675,50,61,1385983460
59676,50,109,1385983520
59677,50,61,1385983520
59678,50,61,1385983540
59679,50,61,1385983600
59680,50,61,1385983620
59681,50,61,1385983640
59682,50,109,1385983680
59683,50,61,1385983680
59684,50,109,1385983720
59685,50,109,1385983740
59686,50,61,1385983740
59687,50,109,1385983760
59688,50,60,1385983760
59689,50,109,1385983780
59690,50,60,1385983780
59691,50,61,1385983780
59692,50,109,1385983800
59693,50,109,1385983960
59694,50,109,1385984000
59695,50,109,1385984300
59696,50,109,1385984320
59697,50,109,1385984460
59698,50,109,1385984540
59699,50,109,1385984640
59700,50,109,1385984660
59701,50,109,1385984700
59702,50,109,1385984720
59703,50,109,1385984880
59704,50,109,1385984920
59705,50,61,1385984980
59706,50,61,1385985000
59707,50,61,1385985020
59708,50,61,1385985040
59709,50,61,1385985080
59710,50,61,1385985100
59711,50,61,1385985120
59712,50,61,1385985140
59713,50,61,1385985160
59714,50,109,1385985180
59715,50,61,1385985180
59716,50,109,1385985200
59717,50,241,1385985200
59718,50,277,1385985200
59719,50,109,1385985220
59720,50,61,1385985220
59721,50,109,1385985240
59722,50,61,1385985240
59723,50,109,1385985260
59724,50,109,1385985280
59725,50,61,1385985280
59726,50,61,1385985300
59727,50,61,1385985320
59728,50,61,1385985340
59729,50,109,1385985560
59730,50,109,1385985580
59731,50,109,1385985600
59732,50,109,1385985640
60937,52,280,1385982880
60938,52,155,1385982880
60939,52,218,1385982940
60940,52,218,1385983000
60941,52,218,1385983020
60942,52,218,1385983040
60943,52,218,1385983060
61520,53,265,1385982600
61521,53,143,1385982800
61522,53,143,1385982820
61523,53,143,1385982840
61524,53,143,1385982860
61525,53,130,1385982880
61526,53,143,1385982880
61527,53,130,1385982900
61528,53,130,1385982920
61529,53,86,1385982920
61530,53,130,1385982940
61531,53,86,1385982940
61532,53,130,1385982960
61533,53,86,1385982960
61534,53,143,1385982960
61535,53,130,1385982980
61536,53,175,1385982980
61537,53,130,1385983000
61538,53,143,1385983000
61539,53,130,1385983020
61540,53,143,1385983020
61541,53,130,1385983040
61542,53,143,1385983040
61543,53,130,1385983060
61544,53,143,1385983060
61545,53,185,1385983080
61546,53,130,1385983080
61547,53,143,1385983080
61548,53,185,1385983100
61549,53,130,1385983100
61550,53,143,1385983100
61551,53,143,1385983120
61552,53,118,1385983140
61553,53,143,1385983140
61554,53,143,1385983160
61555,53,58,1385983160
61556,53,124,1385983160
62753,55,258,1385982020
62754,55,258,1385982060
62755,55,258,1385982080
62756,55,258,1385982100
62757,55,258,1385982120
62758,55,258,1385982140
62759,55,258,1385982240
62760,55,258,1385982260
62761,55,258,1385982280
62762,55,258,1385982300
62763,55,258,1385982320
62764,55,258,1385982340
62765,55,258,1385982400
62766,55,258,1385982440
62767,55,215,1385982540
62768,55,235,1385982540
62769,55,211,1385982560
62770,55,94,1385982560
62771,55,84,1385982620
62772,55,84,1385982980
62773,55,138,1385983020
62774,55,138,1385983060
62775,55,84,1385983400
62776,55,214,1385983440
62777,55,311,1385983460
62778,55,313,1385983500
62779,55,313,1385983520
62780,55,313,1385983540
62781,55,313,1385983560
62782,55,313,1385983600
62783,55,296,1385983680
62784,55,215,1385983900
62785,55,215,1385983960
62786,55,214,1385984260
62787,55,56,1385984260
62788,55,214,1385984440
62789,55,226,1385984440
62790,55,226,1385984460
62791,55,260,1385984460
62792,55,215,1385984480
62793,55,214,1385984500
62794,55,215,1385984500
62795,55,214,1385984540
62796,55,258,1385984540
62797,55,215,1385984560
62798,55,258,1385984560
62799,55,258,1385984580
62800,55,214,1385984600
62801,55,215,1385984600
62802,55,258,1385984600
62803,55,214,1385984620
62804,55,215,1385984620
62805,55,258,1385984620
62806,55,258,1385984640
62807,55,258,1385984660
62808,55,258,1385984680
62809,55,215,1385984700
62810,55,215,1385984720
62811,55,215,1385984740
62812,55,215,1385984760
62813,55,215,1385984780
62814,55,215,1385984800
62815,55,215,1385984840
62816,55,215,1385984860
62817,55,258,1385984860
62818,55,215,1385984880
62819,55,258,1385984880
62820,55,258,1385984940
62821,55,215,1385984960
62822,55,258,1385984960
62823,55,258,1385984980
62824,55,258,1385985000
62825,55,258,1385985020
62826,55,258,1385985040
62827,55,215,1385985060
62828,55,215,1385985080
62829,55,258,1385985080
62830,55,215,1385985100
62831,55,215,1385985160
62832,55,258,1385985200
62833,55,215,1385985220
62834,55,258,1385985220
62835,55,215,1385985240
62836,55,215,1385985260
62837,55,215,1385985280
62838,55,215,1385985320
62839,55,215,1385985400
62840,55,258,1385985540
62841,55,215,1385985560
62842,55,215,1385985600
62843,55,258,1385985600
63552,56,214,1385984480
63553,56,226,1385984480
63554,56,214,1385984560
63555,56,258,1385984640
63556,56,258,1385984820
63557,56,258,1385984900
63558,56,215,1385984940
63559,56,214,1385985080
63560,56,258,1385985100
63561,56,163,1385985100
63562,56,163,1385985160
63563,56,163,1385985220
63564,56,163,1385985240
63565,56,163,1385985260
63566,56,214,1385985280
63567,56,163,1385985280
63568,56,163,1385985300
63569,56,258,1385985560
64932,58,86,1385982080
64933,58,86,1385982120
64934,58,86,1385982140
64935,58,86,1385982160
64936,58,86,1385982180
64937,58,86,1385982200
64938,58,86,1385982220
64939,58,86,1385982240
64940,58,86,1385982260
64941,58,86,1385982280
64942,58,86,1385982300
64943,58,86,1385982320
64944,58,86,1385982340
64945,58,86,1385982640
64946,58,86,1385982680
64947,58,86,1385982700
64948,58,86,1385982720
64949,58,121,1385982740
64950,58,134,1385982740
64951,58,164,1385983080
64952,58,118,1385983080
64953,58,118,1385983140
64954,58,164,1385983140
64955,58,164,1385983160
64956,58,130,1385983160
64957,58,86,1385983160
64958,58,193,1385983180
64959,58,130,1385983180
64960,58,86,1385983180
64961,58,86,1385983220
64962,58,86,1385983240
64963,58,86,1385983260
64964,58,86,1385983280
64965,58,86,1385983300
64966,58,86,1385983320
64967,58,86,1385983340
64968,58,86,1385983360
64969,58,86,1385983600
64970,58,86,1385983680
64971,58,86,1385983700
64972,58,86,1385983720
64973,58,86,1385983960
64974,58,86,1385984040
64975,58,86,1385984060
64976,58,86,1385984080
64977,58,86,1385984120
64978,58,86,1385984140
64979,58,86,1385984160
64980,58,86,1385984180
64981,58,86,1385984200
64982,58,86,1385984220
64983,58,86,1385984240
64984,58,86,1385984260
64985,58,86,1385984380
64986,58,86,1385984440
64987,58,86,1385984480
64988,58,86,1385984540
64989,58,86,1385984560
64990,58,86,1385984620
64991,58,86,1385984640
64992,58,86,1385984660
64993,58,86,1385984700
64994,58,86,1385984720
64995,58,86,1385984840
64996,58,86,1385985080
64997,58,86,1385985380
64998,58,86,1385985400
64999,58,86,1385985440
65000,58,86,1385985560
65001,58,86,1385985580
65002,58,86,1385985600
66004,60,76,1385982320
66005,60,98,1385982320
66006,60,77,1385982340
66007,60,180,1385982360
66008,60,98,1385982360
66009,60,91,1385982380
66010,60,241,1385982420
66011,60,241,1385982520
66012,60,242,1385982640
66013,60,66,1385982640
66014,60,242,1385982660
66015,60,268,1385982660
66016,60,242,1385982680
66017,60,109,1385982680
66018,60,268,1385982680
66019,60,109,1385982700
66020,60,268,1385982700
66021,60,109,1385982720
66022,60,268,1385982720
66023,60,109,1385982760
66024,60,268,1385982760
66025,60,109,1385982780
66026,60,268,1385982780
66027,60,109,1385982800
66028,60,268,1385982800
66029,60,109,1385982820
66030,60,268,1385982820
66031,60,109,1385982840
66032,60,277,1385982840
66033,60,109,1385982860
66034,60,109,1385982880
66035,60,268,1385982940
66036,60,268,1385983100
66037,60,268,1385983200
66038,60,268,1385983220
66039,60,268,1385983240
66040,60,268,1385983260
66041,60,268,1385983280
66042,60,268,1385983300
66043,60,268,1385983320
66044,60,268,1385983380
66045,60,268,1385983460
66046,60,268,1385983480
66047,60,268,1385983500
66048,60,268,1385983520
66049,60,268,1385983560
66050,60,268,1385983580
66051,60,268,1385983640
66052,60,268,1385983660
66053,60,268,1385983680
66054,60,268,1385983700
66055,60,268,1385983720
66056,60,268,1385983740
66057,60,268,1385983760
66058,60,268,1385983800
66059,60,268,1385983820
66060,60,268,1385983840
66061,60,268,1385983860
66062,60,268,1385983880
66063,60,268,1385983900
66064,60,268,1385983920
66065,60,268,1385983960
66066,60,268,1385983980
66067,60,268,1385984000
66068,60,268,1385984020
66069,60,268,1385984040
66070,60,268,1385984080
66071,60,268,1385984180
66072,60,268,1385984200
66073,60,268,1385984220
66074,60,268,1385984240
66075,60,268,1385984260
66076,60,268,1385984280
66077,60,268,1385984320
66078,60,268,1385984340
66079,60,98,1385984460
66080,60,268,1385984660
66081,60,268,1385984680
66082,60,268,1385984700
66083,60,268,1385984840
66084,60,268,1385985040
66085,60,268,1385985160
66086,60,268,1385985180
66087,60,268,1385985200
66088,60,268,1385985260
66089,60,261,1385985400
66090,60,261,1385985420
